"Round.Number","Date","Location","Home.Team","Away.Team","Result"
7,2019-12-08,"Staples Center","Los Angeles Lakers","Minnesota Timberwolves",""
7,2019-12-09,"Bankers Life Fieldhouse","Indiana Pacers","LA Clippers",""
7,2019-12-09,"TD Garden","Boston Celtics","Cleveland Cavaliers",""
7,2019-12-09,"United Center","Chicago Bulls","Toronto Raptors",""
7,2019-12-09,"Toyota Center","Houston Rockets","Sacramento Kings",""
7,2019-12-09,"Fiserv Forum","Milwaukee Bucks","Orlando Magic",""
7,2019-12-09,"Smoothie King Center","New Orleans Pelicans","Detroit Pistons",""
7,2019-12-09,"Talking Stick Resort Arena","Phoenix Suns","Minnesota Timberwolves",""
7,2019-12-09,"Vivint Smart Home Arena","Utah Jazz","Oklahoma City Thunder",""
7,2019-12-09,"Chase Center","Golden State Warriors","Memphis Grizzlies",""
7,2019-12-10,"Spectrum Center","Charlotte Hornets","Washington Wizards",""
7,2019-12-10,"Wells Fargo Center","Philadelphia 76ers","Denver Nuggets",""
7,2019-12-10,"AmericanAirlines Arena","Miami Heat","Atlanta Hawks",""
7,2019-12-10,"Moda Center","Portland Trail Blazers","New York Knicks",""
7,2019-12-11,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","Houston Rockets",""
7,2019-12-11,"Bankers Life Fieldhouse","Indiana Pacers","Boston Celtics",""
7,2019-12-11,"Amway Center","Orlando Magic","Los Angeles Lakers",""
7,2019-12-11,"Scotiabank Arena","Toronto Raptors","LA Clippers",""
7,2019-12-11,"Barclays Center","Brooklyn Nets","Charlotte Hornets",""
7,2019-12-11,"United Center","Chicago Bulls","Atlanta Hawks",""
7,2019-12-11,"Target Center","Minnesota Timberwolves","Utah Jazz",""
7,2019-12-11,"Talking Stick Resort Arena","Phoenix Suns","Memphis Grizzlies",""
7,2019-12-11,"Fiserv Forum","Milwaukee Bucks","New Orleans Pelicans",""
7,2019-12-11,"Golden 1 Center","Sacramento Kings","Oklahoma City Thunder",""
7,2019-12-11,"Chase Center","Golden State Warriors","New York Knicks",""
8,2019-12-12,"TD Garden","Boston Celtics","Philadelphia 76ers",""
8,2019-12-12,"AT&T Center","San Antonio Spurs","Cleveland Cavaliers",""
8,2019-12-12,"Arena Ciudad de Mexico","Detroit Pistons","Dallas Mavericks",""
8,2019-12-12,"Pepsi Center","Denver Nuggets","Portland Trail Blazers",""
8,2019-12-13,"Amway Center","Orlando Magic","Houston Rockets",""
8,2019-12-13,"Wells Fargo Center","Philadelphia 76ers","New Orleans Pelicans",""
8,2019-12-13,"State Farm Arena","Atlanta Hawks","Indiana Pacers",""
8,2019-12-13,"AmericanAirlines Arena","Miami Heat","Los Angeles Lakers",""
8,2019-12-13,"United Center","Chicago Bulls","Charlotte Hornets",""
8,2019-12-13,"FedExForum","Memphis Grizzlies","Milwaukee Bucks",""
8,2019-12-13,"Target Center","Minnesota Timberwolves","LA Clippers",""
8,2019-12-13,"Golden 1 Center","Sacramento Kings","New York Knicks",""
8,2019-12-13,"Vivint Smart Home Arena","Utah Jazz","Golden State Warriors",""
8,2019-12-14,"Arena Ciudad de Mexico","Phoenix Suns","San Antonio Spurs",""
8,2019-12-14,"Scotiabank Arena","Toronto Raptors","Brooklyn Nets",""
8,2019-12-14,"United Center","Chicago Bulls","LA Clippers",""
8,2019-12-14,"FedExForum","Memphis Grizzlies","Washington Wizards",""
8,2019-12-14,"American Airlines Center","Dallas Mavericks","Miami Heat",""
8,2019-12-14,"Fiserv Forum","Milwaukee Bucks","Cleveland Cavaliers",""
8,2019-12-14,"Toyota Center","Houston Rockets","Detroit Pistons",""
8,2019-12-14,"Pepsi Center","Denver Nuggets","Oklahoma City Thunder",""
8,2019-12-15,"Smoothie King Center","New Orleans Pelicans","Orlando Magic",""
8,2019-12-15,"Bankers Life Fieldhouse","Indiana Pacers","Charlotte Hornets",""
8,2019-12-15,"State Farm Arena","Atlanta Hawks","Los Angeles Lakers",""
8,2019-12-15,"Barclays Center","Brooklyn Nets","Philadelphia 76ers",""
8,2019-12-15,"Pepsi Center","Denver Nuggets","New York Knicks",""
8,2019-12-15,"Chase Center","Golden State Warriors","Sacramento Kings",""
8,2019-12-16,"Little Caesars Arena","Detroit Pistons","Washington Wizards",""
8,2019-12-16,"Scotiabank Arena","Toronto Raptors","Cleveland Cavaliers",""
8,2019-12-16,"Toyota Center","Houston Rockets","San Antonio Spurs",""
8,2019-12-16,"FedExForum","Memphis Grizzlies","Miami Heat",""
8,2019-12-16,"Fiserv Forum","Milwaukee Bucks","Dallas Mavericks",""
8,2019-12-16,"Chesapeake Energy Arena","Oklahoma City Thunder","Chicago Bulls",""
8,2019-12-16,"Talking Stick Resort Arena","Phoenix Suns","Portland Trail Blazers",""
8,2019-12-17,"Spectrum Center","Charlotte Hornets","Sacramento Kings",""
8,2019-12-17,"Bankers Life Fieldhouse","Indiana Pacers","Los Angeles Lakers",""
8,2019-12-17,"Madison Square Garden","New York Knicks","Atlanta Hawks",""
8,2019-12-17,"Smoothie King Center","New Orleans Pelicans","Brooklyn Nets",""
8,2019-12-17,"Vivint Smart Home Arena","Utah Jazz","Orlando Magic",""
8,2019-12-17,"Staples Center","LA Clippers","Phoenix Suns",""
8,2019-12-18,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","Charlotte Hornets",""
8,2019-12-18,"Little Caesars Arena","Detroit Pistons","Toronto Raptors",""
8,2019-12-18,"Capital One Arena","Washington Wizards","Chicago Bulls",""
8,2019-12-18,"Wells Fargo Center","Philadelphia 76ers","Miami Heat",""
8,2019-12-18,"Target Center","Minnesota Timberwolves","New Orleans Pelicans",""
8,2019-12-18,"Chesapeake Energy Arena","Oklahoma City Thunder","Memphis Grizzlies",""
8,2019-12-18,"American Airlines Center","Dallas Mavericks","Boston Celtics",""
8,2019-12-18,"Pepsi Center","Denver Nuggets","Orlando Magic",""
8,2019-12-18,"Moda Center","Portland Trail Blazers","Golden State Warriors",""
9,2019-12-19,"State Farm Arena","Atlanta Hawks","Utah Jazz",""
9,2019-12-19,"Fiserv Forum","Milwaukee Bucks","Los Angeles Lakers",""
9,2019-12-19,"AT&T Center","San Antonio Spurs","Brooklyn Nets",""
9,2019-12-19,"Staples Center","LA Clippers","Houston Rockets",""
9,2019-12-20,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","Memphis Grizzlies",""
9,2019-12-20,"Bankers Life Fieldhouse","Indiana Pacers","Sacramento Kings",""
9,2019-12-20,"TD Garden","Boston Celtics","Detroit Pistons",""
9,2019-12-20,"Scotiabank Arena","Toronto Raptors","Washington Wizards",""
9,2019-12-20,"AmericanAirlines Arena","Miami Heat","New York Knicks",""
9,2019-12-20,"Wells Fargo Center","Philadelphia 76ers","Dallas Mavericks",""
9,2019-12-20,"Chesapeake Energy Arena","Oklahoma City Thunder","Phoenix Suns",""
9,2019-12-20,"Pepsi Center","Denver Nuggets","Minnesota Timberwolves",""
9,2019-12-20,"Moda Center","Portland Trail Blazers","Orlando Magic",""
9,2019-12-20,"Chase Center","Golden State Warriors","New Orleans Pelicans",""
9,2019-12-21,"Spectrum Center","Charlotte Hornets","Utah Jazz",""
9,2019-12-21,"Barclays Center","Brooklyn Nets","Atlanta Hawks",""
9,2019-12-21,"Little Caesars Arena","Detroit Pistons","Chicago Bulls",""
9,2019-12-21,"Wells Fargo Center","Philadelphia 76ers","Washington Wizards",""
9,2019-12-21,"Madison Square Garden","New York Knicks","Milwaukee Bucks",""
9,2019-12-21,"FedExForum","Memphis Grizzlies","Sacramento Kings",""
9,2019-12-21,"AT&T Center","San Antonio Spurs","LA Clippers",""
9,2019-12-21,"Talking Stick Resort Arena","Phoenix Suns","Houston Rockets",""
9,2019-12-21,"Moda Center","Portland Trail Blazers","Minnesota Timberwolves",""
9,2019-12-22,"Scotiabank Arena","Toronto Raptors","Dallas Mavericks",""
9,2019-12-22,"TD Garden","Boston Celtics","Charlotte Hornets",""
9,2019-12-22,"Fiserv Forum","Milwaukee Bucks","Indiana Pacers",""
9,2019-12-22,"Chesapeake Energy Arena","Oklahoma City Thunder","LA Clippers",""
9,2019-12-22,"Staples Center","Los Angeles Lakers","Denver Nuggets",""
9,2019-12-23,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","Atlanta Hawks",""
9,2019-12-23,"Little Caesars Arena","Detroit Pistons","Philadelphia 76ers",""
9,2019-12-23,"Bankers Life Fieldhouse","Indiana Pacers","Toronto Raptors",""
9,2019-12-23,"Madison Square Garden","New York Knicks","Washington Wizards",""
9,2019-12-23,"Amway Center","Orlando Magic","Chicago Bulls",""
9,2019-12-23,"AmericanAirlines Arena","Miami Heat","Utah Jazz",""
9,2019-12-23,"FedExForum","Memphis Grizzlies","San Antonio Spurs",""
9,2019-12-23,"Talking Stick Resort Arena","Phoenix Suns","Denver Nuggets",""
9,2019-12-23,"Moda Center","Portland Trail Blazers","New Orleans Pelicans",""
9,2019-12-23,"Golden 1 Center","Sacramento Kings","Houston Rockets",""
9,2019-12-23,"Chase Center","Golden State Warriors","Minnesota Timberwolves",""
9,2019-12-25,"Scotiabank Arena","Toronto Raptors","Boston Celtics",""
9,2019-12-25,"Wells Fargo Center","Philadelphia 76ers","Milwaukee Bucks",""
9,2019-12-25,"Chase Center","Golden State Warriors","Houston Rockets",""
9,2019-12-25,"Staples Center","Los Angeles Lakers","LA Clippers",""
9,2019-12-25,"Pepsi Center","Denver Nuggets","New Orleans Pelicans",""
10,2019-12-26,"Little Caesars Arena","Detroit Pistons","Washington Wizards",""
10,2019-12-26,"Barclays Center","Brooklyn Nets","New York Knicks",""
10,2019-12-26,"Chesapeake Energy Arena","Oklahoma City Thunder","Memphis Grizzlies",""
10,2019-12-26,"American Airlines Center","Dallas Mavericks","San Antonio Spurs",""
10,2019-12-26,"Golden 1 Center","Sacramento Kings","Minnesota Timberwolves",""
10,2019-12-26,"Vivint Smart Home Arena","Utah Jazz","Portland Trail Blazers",""
10,2019-12-27,"TD Garden","Boston Celtics","Cleveland Cavaliers",""
10,2019-12-27,"Spectrum Center","Charlotte Hornets","Oklahoma City Thunder",""
10,2019-12-27,"Amway Center","Orlando Magic","Philadelphia 76ers",""
10,2019-12-27,"State Farm Arena","Atlanta Hawks","Milwaukee Bucks",""
10,2019-12-27,"AmericanAirlines Arena","Miami Heat","Indiana Pacers",""
10,2019-12-27,"Chase Center","Golden State Warriors","Phoenix Suns",""
10,2019-12-28,"Pepsi Center","Denver Nuggets","Memphis Grizzlies",""
10,2019-12-28,"TD Garden","Boston Celtics","Toronto Raptors",""
10,2019-12-28,"Smoothie King Center","New Orleans Pelicans","Indiana Pacers",""
10,2019-12-28,"AmericanAirlines Arena","Miami Heat","Philadelphia 76ers",""
10,2019-12-28,"Capital One Arena","Washington Wizards","New York Knicks",""
10,2019-12-28,"United Center","Chicago Bulls","Atlanta Hawks",""
10,2019-12-28,"Toyota Center","Houston Rockets","Brooklyn Nets",""
10,2019-12-28,"Target Center","Minnesota Timberwolves","Cleveland Cavaliers",""
10,2019-12-28,"Fiserv Forum","Milwaukee Bucks","Orlando Magic",""
10,2019-12-28,"AT&T Center","San Antonio Spurs","Detroit Pistons",""
10,2019-12-28,"Chase Center","Golden State Warriors","Dallas Mavericks",""
10,2019-12-28,"Golden 1 Center","Sacramento Kings","Phoenix Suns",""
10,2019-12-28,"Moda Center","Portland Trail Blazers","Los Angeles Lakers",""
10,2019-12-28,"Staples Center","LA Clippers","Utah Jazz",""
10,2019-12-29,"Scotiabank Arena","Toronto Raptors","Oklahoma City Thunder",""
10,2019-12-29,"FedExForum","Memphis Grizzlies","Charlotte Hornets",""
10,2019-12-29,"Smoothie King Center","New Orleans Pelicans","Houston Rockets",""
10,2019-12-29,"Pepsi Center","Denver Nuggets","Sacramento Kings",""
10,2019-12-29,"Staples Center","Los Angeles Lakers","Dallas Mavericks",""
10,2019-12-30,"Amway Center","Orlando Magic","Atlanta Hawks",""
10,2019-12-30,"Capital One Arena","Washington Wizards","Miami Heat",""
10,2019-12-30,"United Center","Chicago Bulls","Milwaukee Bucks",""
10,2019-12-30,"Target Center","Minnesota Timberwolves","Brooklyn Nets",""
10,2019-12-30,"Vivint Smart Home Arena","Utah Jazz","Detroit Pistons",""
10,2019-12-30,"Moda Center","Portland Trail Blazers","Phoenix Suns",""
10,2019-12-31,"Spectrum Center","Charlotte Hornets","Boston Celtics",""
10,2019-12-31,"Bankers Life Fieldhouse","Indiana Pacers","Philadelphia 76ers",""
10,2019-12-31,"Golden 1 Center","Sacramento Kings","LA Clippers",""
10,2019-12-31,"Scotiabank Arena","Toronto Raptors","Cleveland Cavaliers",""
10,2019-12-31,"Toyota Center","Houston Rockets","Denver Nuggets",""
10,2019-12-31,"AT&T Center","San Antonio Spurs","Golden State Warriors",""
10,2019-12-31,"Chesapeake Energy Arena","Oklahoma City Thunder","Dallas Mavericks",""
10,2020-01-01,"Capital One Arena","Washington Wizards","Orlando Magic",""
10,2020-01-01,"Madison Square Garden","New York Knicks","Portland Trail Blazers",""
10,2020-01-01,"Fiserv Forum","Milwaukee Bucks","Minnesota Timberwolves",""
10,2020-01-01,"Staples Center","Los Angeles Lakers","Phoenix Suns",""
11,2020-01-02,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","Charlotte Hornets",""
11,2020-01-02,"Bankers Life Fieldhouse","Indiana Pacers","Denver Nuggets",""
11,2020-01-02,"AmericanAirlines Arena","Miami Heat","Toronto Raptors",""
11,2020-01-02,"United Center","Chicago Bulls","Utah Jazz",""
11,2020-01-02,"Target Center","Minnesota Timberwolves","Golden State Warriors",""
11,2020-01-02,"American Airlines Center","Dallas Mavericks","Brooklyn Nets",""
11,2020-01-02,"AT&T Center","San Antonio Spurs","Oklahoma City Thunder",""
11,2020-01-02,"Golden 1 Center","Sacramento Kings","Memphis Grizzlies",""
11,2020-01-02,"Staples Center","LA Clippers","Detroit Pistons",""
11,2020-01-03,"TD Garden","Boston Celtics","Atlanta Hawks",""
11,2020-01-03,"Amway Center","Orlando Magic","Miami Heat",""
11,2020-01-03,"Capital One Arena","Washington Wizards","Portland Trail Blazers",""
11,2020-01-03,"Toyota Center","Houston Rockets","Philadelphia 76ers",""
11,2020-01-03,"Talking Stick Resort Arena","Phoenix Suns","New York Knicks",""
11,2020-01-03,"Staples Center","Los Angeles Lakers","New Orleans Pelicans",""
11,2020-01-04,"Staples Center","LA Clippers","Memphis Grizzlies",""
11,2020-01-04,"Barclays Center","Brooklyn Nets","Toronto Raptors",""
11,2020-01-04,"Amway Center","Orlando Magic","Utah Jazz",""
11,2020-01-04,"State Farm Arena","Atlanta Hawks","Indiana Pacers",""
11,2020-01-04,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","Oklahoma City Thunder",""
11,2020-01-04,"Capital One Arena","Washington Wizards","Denver Nuggets",""
11,2020-01-04,"United Center","Chicago Bulls","Boston Celtics",""
11,2020-01-04,"American Airlines Center","Dallas Mavericks","Charlotte Hornets",""
11,2020-01-04,"Fiserv Forum","Milwaukee Bucks","San Antonio Spurs",""
11,2020-01-04,"Chase Center","Golden State Warriors","Detroit Pistons",""
11,2020-01-04,"Golden 1 Center","Sacramento Kings","New Orleans Pelicans",""
11,2020-01-05,"Staples Center","LA Clippers","New York Knicks",""
11,2020-01-05,"AmericanAirlines Arena","Miami Heat","Portland Trail Blazers",""
11,2020-01-05,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","Minnesota Timberwolves",""
11,2020-01-05,"Talking Stick Resort Arena","Phoenix Suns","Memphis Grizzlies",""
11,2020-01-05,"Staples Center","Los Angeles Lakers","Detroit Pistons",""
11,2020-01-06,"Spectrum Center","Charlotte Hornets","Indiana Pacers",""
11,2020-01-06,"Amway Center","Orlando Magic","Brooklyn Nets",""
11,2020-01-06,"Wells Fargo Center","Philadelphia 76ers","Oklahoma City Thunder",""
11,2020-01-06,"Capital One Arena","Washington Wizards","Boston Celtics",""
11,2020-01-06,"State Farm Arena","Atlanta Hawks","Denver Nuggets",""
11,2020-01-06,"Smoothie King Center","New Orleans Pelicans","Utah Jazz",""
11,2020-01-06,"American Airlines Center","Dallas Mavericks","Chicago Bulls",""
11,2020-01-06,"AT&T Center","San Antonio Spurs","Milwaukee Bucks",""
11,2020-01-06,"Golden 1 Center","Sacramento Kings","Golden State Warriors",""
11,2020-01-07,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","Detroit Pistons",""
11,2020-01-07,"Scotiabank Arena","Toronto Raptors","Portland Trail Blazers",""
11,2020-01-07,"Barclays Center","Brooklyn Nets","Oklahoma City Thunder",""
11,2020-01-07,"FedExForum","Memphis Grizzlies","Minnesota Timberwolves",""
11,2020-01-07,"Talking Stick Resort Arena","Phoenix Suns","Sacramento Kings",""
11,2020-01-07,"Staples Center","Los Angeles Lakers","New York Knicks",""
11,2020-01-08,"TD Garden","Boston Celtics","San Antonio Spurs",""
11,2020-01-08,"Spectrum Center","Charlotte Hornets","Toronto Raptors",""
11,2020-01-08,"Bankers Life Fieldhouse","Indiana Pacers","Miami Heat",""
11,2020-01-08,"Amway Center","Orlando Magic","Washington Wizards",""
11,2020-01-08,"State Farm Arena","Atlanta Hawks","Houston Rockets",""
11,2020-01-08,"American Airlines Center","Dallas Mavericks","Denver Nuggets",""
11,2020-01-08,"Smoothie King Center","New Orleans Pelicans","Chicago Bulls",""
11,2020-01-08,"Vivint Smart Home Arena","Utah Jazz","New York Knicks",""
11,2020-01-08,"Chase Center","Golden State Warriors","Milwaukee Bucks",""
12,2020-01-09,"Little Caesars Arena","Detroit Pistons","Cleveland Cavaliers",""
12,2020-01-09,"Wells Fargo Center","Philadelphia 76ers","Boston Celtics",""
12,2020-01-09,"Target Center","Minnesota Timberwolves","Portland Trail Blazers",""
12,2020-01-09,"Chesapeake Energy Arena","Oklahoma City Thunder","Houston Rockets",""
12,2020-01-10,"Capital One Arena","Washington Wizards","Atlanta Hawks",""
12,2020-01-10,"Barclays Center","Brooklyn Nets","Miami Heat",""
12,2020-01-10,"Madison Square Garden","New York Knicks","New Orleans Pelicans",""
12,2020-01-10,"United Center","Chicago Bulls","Indiana Pacers",""
12,2020-01-10,"FedExForum","Memphis Grizzlies","San Antonio Spurs",""
12,2020-01-10,"American Airlines Center","Dallas Mavericks","Los Angeles Lakers",""
12,2020-01-10,"Talking Stick Resort Arena","Phoenix Suns","Orlando Magic",""
12,2020-01-10,"Vivint Smart Home Arena","Utah Jazz","Charlotte Hornets",""
12,2020-01-10,"Golden 1 Center","Sacramento Kings","Milwaukee Bucks",""
12,2020-01-10,"Staples Center","LA Clippers","Golden State Warriors",""
12,2020-01-11,"Toyota Center","Houston Rockets","Minnesota Timberwolves",""
12,2020-01-11,"TD Garden","Boston Celtics","New Orleans Pelicans",""
12,2020-01-11,"Little Caesars Arena","Detroit Pistons","Chicago Bulls",""
12,2020-01-11,"Chesapeake Energy Arena","Oklahoma City Thunder","Los Angeles Lakers",""
12,2020-01-11,"American Airlines Center","Dallas Mavericks","Philadelphia 76ers",""
12,2020-01-11,"Pepsi Center","Denver Nuggets","Cleveland Cavaliers",""
12,2020-01-11,"Moda Center","Portland Trail Blazers","Milwaukee Bucks",""
12,2020-01-12,"Madison Square Garden","New York Knicks","Miami Heat",""
12,2020-01-12,"Capital One Arena","Washington Wizards","Utah Jazz",""
12,2020-01-12,"Barclays Center","Brooklyn Nets","Atlanta Hawks",""
12,2020-01-12,"Scotiabank Arena","Toronto Raptors","San Antonio Spurs",""
12,2020-01-12,"FedExForum","Memphis Grizzlies","Golden State Warriors",""
12,2020-01-12,"Pepsi Center","Denver Nuggets","LA Clippers",""
12,2020-01-12,"Talking Stick Resort Arena","Phoenix Suns","Charlotte Hornets",""
12,2020-01-13,"Little Caesars Arena","Detroit Pistons","New Orleans Pelicans",""
12,2020-01-13,"Bankers Life Fieldhouse","Indiana Pacers","Philadelphia 76ers",""
12,2020-01-13,"TD Garden","Boston Celtics","Chicago Bulls",""
12,2020-01-13,"Target Center","Minnesota Timberwolves","Oklahoma City Thunder",""
12,2020-01-13,"Moda Center","Portland Trail Blazers","Charlotte Hornets",""
12,2020-01-13,"Golden 1 Center","Sacramento Kings","Orlando Magic",""
12,2020-01-13,"Staples Center","Los Angeles Lakers","Cleveland Cavaliers",""
12,2020-01-14,"State Farm Arena","Atlanta Hawks","Phoenix Suns",""
12,2020-01-14,"Barclays Center","Brooklyn Nets","Utah Jazz",""
12,2020-01-14,"FedExForum","Memphis Grizzlies","Houston Rockets",""
12,2020-01-14,"Fiserv Forum","Milwaukee Bucks","New York Knicks",""
12,2020-01-14,"Chase Center","Golden State Warriors","Dallas Mavericks",""
12,2020-01-14,"Staples Center","LA Clippers","Cleveland Cavaliers",""
12,2020-01-15,"TD Garden","Boston Celtics","Detroit Pistons",""
12,2020-01-15,"Wells Fargo Center","Philadelphia 76ers","Brooklyn Nets",""
12,2020-01-15,"AmericanAirlines Arena","Miami Heat","San Antonio Spurs",""
12,2020-01-15,"United Center","Chicago Bulls","Washington Wizards",""
12,2020-01-15,"Target Center","Minnesota Timberwolves","Indiana Pacers",""
12,2020-01-15,"Chesapeake Energy Arena","Oklahoma City Thunder","Toronto Raptors",""
12,2020-01-15,"Pepsi Center","Denver Nuggets","Charlotte Hornets",""
12,2020-01-15,"Toyota Center","Houston Rockets","Portland Trail Blazers",""
12,2020-01-15,"Golden 1 Center","Sacramento Kings","Dallas Mavericks",""
12,2020-01-15,"Staples Center","Los Angeles Lakers","Orlando Magic",""
13,2020-01-16,"Madison Square Garden","New York Knicks","Phoenix Suns",""
13,2020-01-16,"Fiserv Forum","Milwaukee Bucks","Boston Celtics",""
13,2020-01-16,"Smoothie King Center","New Orleans Pelicans","Utah Jazz",""
13,2020-01-16,"Chase Center","Golden State Warriors","Denver Nuggets",""
13,2020-01-16,"Staples Center","LA Clippers","Orlando Magic",""
13,2020-01-17,"Bankers Life Fieldhouse","Indiana Pacers","Minnesota Timberwolves",""
13,2020-01-17,"Wells Fargo Center","Philadelphia 76ers","Chicago Bulls",""
13,2020-01-17,"Scotiabank Arena","Toronto Raptors","Washington Wizards",""
13,2020-01-17,"FedExForum","Memphis Grizzlies","Cleveland Cavaliers",""
13,2020-01-17,"Chesapeake Energy Arena","Oklahoma City Thunder","Miami Heat",""
13,2020-01-17,"AT&T Center","San Antonio Spurs","Atlanta Hawks",""
13,2020-01-17,"American Airlines Center","Dallas Mavericks","Portland Trail Blazers",""
13,2020-01-18,"Smoothie King Center","New Orleans Pelicans","LA Clippers",""
13,2020-01-18,"Barclays Center","Brooklyn Nets","Milwaukee Bucks",""
13,2020-01-18,"TD Garden","Boston Celtics","Phoenix Suns",""
13,2020-01-18,"State Farm Arena","Atlanta Hawks","Detroit Pistons",""
13,2020-01-18,"Madison Square Garden","New York Knicks","Philadelphia 76ers",""
13,2020-01-18,"United Center","Chicago Bulls","Cleveland Cavaliers",""
13,2020-01-18,"Target Center","Minnesota Timberwolves","Toronto Raptors",""
13,2020-01-18,"Toyota Center","Houston Rockets","Los Angeles Lakers",""
13,2020-01-18,"Chase Center","Golden State Warriors","Orlando Magic",""
13,2020-01-18,"Chesapeake Energy Arena","Oklahoma City Thunder","Portland Trail Blazers",""
13,2020-01-18,"Vivint Smart Home Arena","Utah Jazz","Sacramento Kings",""
13,2020-01-19,"AT&T Center","San Antonio Spurs","Miami Heat",""
13,2020-01-19,"Pepsi Center","Denver Nuggets","Indiana Pacers",""
13,2020-01-20,"Capital One Arena","Washington Wizards","Detroit Pistons",""
13,2020-01-20,"State Farm Arena","Atlanta Hawks","Toronto Raptors",""
13,2020-01-20,"Barclays Center","Brooklyn Nets","Philadelphia 76ers",""
13,2020-01-20,"Spectrum Center","Charlotte Hornets","Orlando Magic",""
13,2020-01-20,"Rocket Mortgage FieldHouse","Cleveland Cavaliers","New York Knicks",""
13,2020-01-20,"AmericanAirlines Arena","Miami Heat","Sacramento Kings",""
13,2020-01-20,"Toyota Center","Houston Rockets","Oklahoma City Thunder",""
13,2020-01-20,"FedExForum","Memphis Grizzlies","New Orleans Pelicans",""
13,2020-01-20,"Fiserv Forum","Milwaukee Bucks","Chicago Bulls",""
13,2020-01-20,"TD Garden","Boston Celtics","Los Angeles Lakers",""
13,2020-01-20,"Target Center","Minnesota Timberwolves","Denver Nuggets",""
13,2020-01-20,"Talking Stick Resort Arena","Phoenix Suns","San Antonio Spurs",""
13,2020-01-20,"Vivint Smart Home Arena","Utah Jazz","Indiana Pacers",""
13,2020-01-20,"Moda Center","Portland Trail Blazers","Golden State Warriors",""
13,2020-01-21,"American Airlines Center","Dallas Mavericks","LA Clippers",""
13,2020-01-22,"Little Caesars Arena","Detroit Pistons","Sacramento Kings",""
13,2020-01-22,"Amway Center","Orlando Magic","Oklahoma City Thunder",""
13,2020-01-22,"State Farm Arena","Atlanta Hawks","LA Clippers",""
13,2020-01-22,"TD Garden","Boston Celtics","Memphis Grizzlies",""
